"id","출생연도","성별","배우자월평균소득","아이양육자","직업군대분류","고용형태","최종학력","취업유무","조사연도"
8000,1983,2,1,0,-1,-1,4,6,2016
8015,1979,2,1,1,0,1,4,5,2016
8038,1979,1,0,0,2,2,5,5,2016
8044,1979,2,1,0,-1,-1,4,6,2016
8048,1980,1,0,0,0,1,4,5,2016
8052,1981,1,0,0,0,1,4,5,2016
8058,1983,2,1,1,-1,-1,4,6,2016
8064,1982,1,0,0,1,1,4,5,2016
8067,1983,1,0,0,0,1,4,5,2016
8075,1985,2,0,2,-1,-1,4,6,2016
8077,1988,2,0,0,-1,-1,4,6,2016
8129,1983,2,1,0,-1,-1,4,6,2016
8149,1983,1,0,1,0,1,4,5,2016
8169,1981,1,0,0,0,1,4,5,2016
8170,1981,1,0,0,1,1,5,5,2016
8176,1981,1,1,0,2,1,4,5,2016
8189,1982,2,0,0,-1,-1,4,6,2016
8191,1978,1,1,1,0,1,4,5,2016
8200,1987,2,1,0,-1,-1,4,6,2016
8214,1981,1,0,0,0,1,4,5,2016
8217,1980,1,0,0,2,1,5,5,2016
8218,1981,2,1,2,0,1,4,5,2016
8269,1982,1,1,1,2,1,4,5,2016
8270,1982,2,1,1,2,1,4,5,2016
8278,1981,1,1,1,0,1,4,5,2016
8311,1982,1,0,0,0,1,4,5,2016
8333,1983,2,1,0,-1,-1,4,6,2016
8352,1982,2,1,0,-1,-1,4,6,2016
8358,1984,1,0,0,0,1,4,5,2016
8362,1985,1,1,0,1,1,4,5,2016
8368,1985,2,1,0,-1,-1,4,6,2016
8370,1984,1,1,0,1,1,4,5,2016
8372,1987,2,1,0,-1,-1,4,6,2016
8390,1985,2,1,0,-1,-1,5,6,2016
8406,1983,1,0,0,2,1,4,5,2016
8418,1985,2,1,1,2,1,4,5,2016
8425,1980,1,0,0,2,1,5,5,2016
8429,1984,2,1,0,-1,-1,4,6,2016
8444,1984,2,1,0,-1,-1,5,6,2016
8450,1982,2,0,0,-1,-1,4,6,2016
8467,1983,2,1,0,-1,-1,4,6,2016
8472,1983,1,0,0,2,1,4,5,2016
8482,1981,1,1,1,0,1,5,5,2016
8496,1985,2,1,0,-1,-1,5,6,2016
8537,1988,1,0,0,0,1,4,5,2016
8538,1982,2,1,0,-1,-1,4,6,2016
8547,1981,1,1,1,0,1,4,5,2016
8562,1983,1,0,0,0,1,5,5,2016
8568,1981,2,1,0,-1,-1,4,6,2016
8572,1979,1,0,0,2,1,4,5,2016
8584,1978,2,2,1,-1,-1,4,6,2016
8600,1982,1,0,0,0,1,4,5,2016
8605,1983,2,1,0,0,1,4,5,2016
8613,1983,2,1,0,0,1,4,5,2016
8637,1985,2,1,2,2,1,4,5,2016
8638,1978,2,1,0,0,1,4,5,2016
8640,1985,1,0,0,0,1,4,5,2016
8641,1980,1,0,0,1,1,4,5,2016
8649,1985,1,1,1,1,1,4,5,2016
8694,1982,1,0,0,0,1,4,5,2016
8702,1986,2,1,1,-1,-1,4,6,2016
8708,1982,2,1,0,-1,-1,4,6,2016
8709,1983,1,0,0,2,1,4,5,2016
8775,1984,2,1,0,-1,-1,5,6,2016
8779,1981,2,1,0,0,1,4,5,2016
8785,1981,1,0,0,0,1,4,5,2016
8786,1981,1,0,0,0,1,4,5,2016
8821,1980,2,1,0,-1,-1,4,6,2016
8823,1983,2,1,0,-1,-1,4,6,2016
8845,1984,1,1,0,-1,-1,4,6,2016
8865,1985,1,0,0,0,1,4,5,2016
8867,1986,2,0,0,-1,-1,4,6,2016
8893,1983,2,1,0,-1,-1,4,6,2016
8894,1986,2,1,1,0,1,4,5,2016
8897,1983,2,1,0,-1,-1,4,6,2016
8900,1984,1,0,0,1,1,4,5,2016
8915,1983,2,1,1,2,1,4,5,2016
8923,1985,2,1,0,2,1,4,5,2016
8924,1980,2,0,0,-1,-1,4,6,2016
8935,1979,1,1,0,0,1,4,5,2016
8945,1981,1,0,0,0,1,5,5,2016
8946,1981,1,0,0,1,1,4,5,2016
8948,1980,1,0,0,0,1,4,5,2016
8973,1982,1,0,0,2,1,4,5,2016
8974,1980,1,0,0,0,1,4,5,2016
8991,1988,1,1,2,2,1,4,5,2016
8999,1982,1,0,0,0,1,4,5,2016
9013,1982,2,1,0,-1,-1,5,6,2016
9038,1981,1,0,0,2,1,4,5,2016
9043,1981,1,0,0,0,1,4,5,2016
9047,1981,2,1,0,2,1,4,5,2016
9053,1981,1,0,0,1,1,4,5,2016
9059,1979,2,1,0,-1,-1,4,6,2016
9067,1978,1,0,0,1,1,4,5,2016
9072,1982,2,1,0,2,1,4,5,2016
9076,1979,1,0,0,2,1,4,5,2016
9089,1978,1,0,0,1,1,4,5,2016
9090,1982,2,1,0,-1,-1,4,6,2016
9094,1979,2,0,1,-1,-1,5,6,2016
9128,1982,2,1,1,2,1,4,5,2016
9147,1981,2,1,0,-1,-1,4,6,2016
9151,1980,1,0,0,0,1,4,5,2016
9155,1982,2,1,0,0,1,4,5,2016
9163,1984,1,0,0,0,1,4,5,2016
9175,1982,1,0,0,2,1,4,5,2016
9193,1979,1,1,0,2,2,5,5,2016
9202,1986,2,1,1,-1,-1,4,6,2016
9220,1981,2,1,0,2,1,4,5,2016
9235,1984,2,1,0,0,1,4,5,2016
9257,1981,1,0,0,2,2,5,5,2016
9283,1984,2,1,0,2,1,4,5,2016
9304,1982,2,1,0,-1,-1,4,6,2016
9309,1983,1,0,0,1,1,5,5,2016
9315,1980,1,0,0,0,1,4,5,2016
9337,1983,2,1,1,1,2,4,5,2016
9351,1981,2,1,0,-1,-1,4,6,2016
9352,1983,1,0,0,0,1,5,5,2016
9353,1983,2,1,0,-1,-1,4,6,2016
9371,1983,1,1,0,2,1,4,5,2016
9416,1983,2,0,0,-1,-1,5,6,2016
9421,1982,2,1,0,2,1,4,5,2016
9440,1985,2,0,1,2,1,4,5,2016
9451,1979,1,1,0,0,1,4,5,2016
9455,1982,2,1,0,0,1,4,5,2016
9470,1983,1,0,0,2,1,4,5,2016
9484,1983,2,1,0,2,1,4,5,2016
9513,1983,1,0,0,0,1,4,5,2016
9555,1981,1,0,0,0,1,4,5,2016
9559,1986,2,1,1,1,1,4,5,2016
9560,1983,1,0,0,2,1,4,5,2016
9573,1980,2,1,2,0,1,4,5,2016
9589,1985,2,1,0,-1,-1,4,6,2016
9593,1985,2,1,0,-1,-1,4,6,2016
9596,1984,2,1,0,0,1,4,5,2016
9599,1981,1,1,1,0,1,5,5,2016
9617,1980,2,1,1,2,1,4,5,2016
9620,1982,1,1,1,0,1,4,5,2016
9625,1983,1,0,0,0,1,4,5,2016
9654,1979,2,0,0,-1,-1,5,6,2016
9680,1982,1,0,0,2,1,4,5,2016
9691,1979,2,1,0,2,1,4,5,2016
9694,1982,1,1,1,0,1,4,5,2016
9696,1986,2,1,0,-1,-1,4,6,2016
9708,1981,2,1,1,2,1,5,5,2016
9709,1983,2,1,2,2,2,5,5,2016
9717,1980,2,1,3,2,1,4,5,2016
9729,1980,2,1,0,-1,-1,4,6,2016
9732,1987,2,1,0,0,1,4,5,2016
9786,1983,1,1,1,1,1,4,5,2016
9794,1980,1,0,0,0,1,4,5,2016
9802,1983,1,0,1,1,1,4,5,2016
9807,1980,1,0,0,0,1,4,5,2016
9817,1985,2,1,0,2,1,4,5,2016
9836,1980,1,0,0,2,1,4,5,2016
9848,1979,2,1,0,-1,-1,4,6,2016
9854,1982,2,1,0,-1,-1,4,6,2016
9874,1983,2,1,0,-1,-1,4,6,2016
9894,1982,1,1,0,0,1,4,5,2016
9934,1980,1,0,0,0,1,4,5,2016
9940,1982,2,0,0,-1,-1,4,6,2016
9950,1984,2,1,0,-1,-1,5,6,2016
10039,1980,1,0,0,0,1,4,5,2016
10053,1980,1,0,0,2,1,4,5,2016
10063,1983,2,1,1,0,1,5,5,2016
10098,1981,1,0,0,1,1,4,5,2016
10099,1984,2,1,0,0,1,4,5,2016
10100,1980,1,0,0,0,1,4,5,2016
10101,1983,2,1,0,2,2,5,5,2016
10110,1982,1,0,0,1,1,5,5,2016
10117,1983,1,1,1,2,1,4,5,2016
10141,1983,1,1,1,1,1,4,5,2016
10160,1981,2,0,0,-1,-1,4,6,2016
10161,1983,1,0,0,0,1,4,5,2016
10183,1986,2,0,0,2,1,4,5,2016
10195,1982,1,0,0,2,1,4,5,2016
9,1980,2,1,0,2,1,4,5,2017
45,1981,2,1,0,-1,-1,4,6,2017
68,1979,2,1,0,-1,-1,4,6,2017
69,1983,1,0,0,2,1,4,5,2017
84,1980,1,1,0,0,1,4,5,2017
95,1990,2,1,1,2,1,4,5,2017
108,1985,2,1,1,0,1,4,5,2017
213,1983,2,1,2,1,1,5,5,2017
255,1984,1,1,1,0,1,4,5,2017
257,1981,1,0,0,2,1,4,5,2017
277,1986,2,1,1,2,2,4,5,2017
287,1983,2,1,2,0,1,4,5,2017
290,1984,2,1,1,0,1,4,5,2017
362,1982,1,0,0,0,1,4,5,2017
405,1981,1,0,0,2,1,4,5,2017
416,1980,2,1,1,2,1,5,5,2017
458,1984,1,0,0,1,1,4,5,2017
497,1986,2,1,0,2,1,5,5,2017
503,1982,1,0,0,1,1,5,5,2017
545,1987,2,1,1,2,1,4,5,2017
604,1983,2,1,0,-1,-1,4,6,2017
609,1979,1,0,0,2,1,4,5,2017
623,1987,2,1,0,1,1,4,5,2017
628,1986,2,1,0,0,1,4,5,2017
629,1983,2,1,0,-1,-1,4,6,2017
658,1981,1,0,0,1,1,4,5,2017
688,1980,1,0,0,0,1,4,5,2017
690,1985,2,1,0,-1,-1,4,6,2017
703,1981,2,1,0,-1,-1,4,6,2017
769,1980,2,1,1,2,1,4,5,2017
770,1983,2,1,2,0,1,4,5,2017
771,1980,2,1,0,-1,-1,4,6,2017
772,1985,2,1,0,-1,-1,4,6,2017
778,1981,1,0,0,0,1,4,5,2017
883,1981,2,1,1,0,1,4,5,2017
885,1981,2,1,1,0,1,5,5,2017
894,1984,2,1,1,-1,-1,4,6,2017
895,1980,1,0,0,1,1,4,5,2017
914,1982,1,1,0,2,1,4,5,2017
923,1984,1,0,0,0,1,4,5,2017
952,1981,2,1,0,0,1,4,5,2017
975,1983,2,1,0,0,1,4,5,2017
982,1978,2,1,0,-1,-1,4,6,2017
995,1980,1,0,0,2,1,4,5,2017
1059,1983,2,0,0,-1,-1,4,6,2017
1106,1983,2,1,0,2,2,4,5,2017
1109,1985,2,1,0,2,2,4,5,2017
1148,1987,2,1,0,-1,-1,4,6,2017
1166,1980,1,1,1,2,2,5,5,2017
1188,1981,1,0,0,0,1,4,5,2017
1189,1980,1,0,0,0,1,4,5,2017
1215,1986,2,1,0,2,1,5,5,2017
1245,1983,1,1,0,0,1,4,5,2017
1314,1978,1,1,1,1,1,4,5,2017
1315,1980,1,1,0,1,1,5,5,2017
1317,1983,1,1,0,0,1,4,5,2017
1326,1980,2,1,0,0,1,4,5,2017
1330,1978,1,1,0,2,1,4,5,2017
1360,1985,2,1,2,0,1,4,5,2017
1380,1982,1,0,0,1,1,4,5,2017
1427,1983,2,1,0,-1,-1,5,6,2017
1429,1979,2,1,0,-1,-1,4,6,2017
1432,1985,1,0,0,2,2,4,5,2017
1440,1983,2,1,0,0,1,4,5,2017
1499,1989,2,1,0,-1,-1,4,6,2017
1554,1984,1,0,0,2,1,4,5,2017
1555,1982,1,0,0,1,1,4,5,2017
1577,1983,1,0,0,2,1,5,5,2017
1578,1985,2,1,0,2,2,4,5,2017
1579,1982,2,1,0,-1,-1,4,6,2017
1581,1985,2,0,0,-1,-1,5,6,2017
1672,1981,2,1,0,2,1,5,5,2017
1673,1979,1,1,0,1,1,4,5,2017
1690,1983,1,0,0,2,1,4,5,2017
1722,1981,1,0,0,0,1,4,5,2017
1727,1985,1,0,0,0,1,4,5,2017
1739,1980,2,1,0,2,1,4,5,2017
1770,1984,2,1,1,2,1,4,5,2017
1786,1982,2,1,0,-1,-1,4,6,2017
1787,1978,1,0,0,2,1,4,5,2017
1829,1986,2,1,1,0,1,4,5,2017
1896,1978,2,1,0,-1,-1,5,6,2017
1900,1979,2,1,0,0,1,4,5,2017
1901,1980,2,1,0,-1,-1,4,6,2017
1918,1981,2,1,0,2,2,4,5,2017
1921,1979,2,1,0,-1,-1,4,6,2017
1946,1980,1,0,0,2,1,4,5,2017
1950,1981,2,1,0,0,1,4,5,2017
1961,1985,2,1,0,-1,-1,4,6,2017
1970,1984,1,0,0,0,1,4,5,2017
1986,1985,2,1,2,0,1,4,5,2017
1988,1983,1,0,0,0,1,4,5,2017
2016,1982,2,1,0,-1,-1,4,6,2017
2059,1984,2,1,1,2,1,4,5,2017
2108,1981,1,0,0,0,1,4,5,2017
2109,1983,1,0,0,0,1,4,5,2017
2132,1987,2,0,0,-1,-1,4,6,2017
2192,1980,1,0,0,0,1,4,5,2017
2195,1985,2,1,0,-1,-1,4,6,2017
2228,1985,2,1,2,-1,-1,4,6,2017
2232,1981,2,1,0,-1,-1,5,6,2017
2263,1987,2,1,0,-1,-1,4,6,2017
2266,1980,1,0,0,1,1,5,5,2017
2304,1982,1,0,0,1,1,4,5,2017
2347,1985,1,1,1,0,1,4,5,2017
2351,1982,1,1,1,2,1,4,5,2017
2373,1983,1,0,0,2,1,4,5,2017
2410,1981,2,1,0,-1,-1,4,6,2017
2466,1987,2,1,0,2,1,4,5,2017
2476,1981,1,1,1,1,1,4,5,2017
2511,1979,1,0,0,2,1,4,5,2017
2525,1986,2,1,0,-1,-1,4,6,2017
2571,1982,2,1,0,0,1,4,5,2017
2584,1981,1,0,0,1,1,5,5,2017
2585,1978,2,0,0,-1,-1,4,6,2017
2598,1985,2,1,0,-1,-1,4,6,2017
2624,1983,2,1,0,2,2,4,5,2017
2632,1980,1,0,0,2,1,4,5,2017
2649,1980,1,0,0,1,1,4,5,2017
2653,1986,2,1,2,0,1,4,5,2017
2683,1978,1,0,0,0,1,4,5,2017
2694,1984,1,0,0,2,1,4,5,2017
2703,1983,2,1,0,-1,-1,4,6,2017
2709,1983,2,1,0,2,1,4,5,2017
2744,1985,2,0,0,-1,-1,4,6,2017
2745,1981,1,1,0,1,1,5,5,2017
2803,1981,2,1,1,2,1,4,5,2017
2850,1978,2,0,0,-1,-1,4,6,2017
2856,1979,2,1,0,-1,-1,4,6,2017
2887,1982,2,1,0,2,1,4,5,2017
2892,1979,2,1,0,2,1,5,5,2017
2894,1979,1,1,2,2,1,5,5,2017
2904,1986,2,1,0,-1,-1,4,6,2017
2943,1981,1,0,0,1,1,4,5,2017
2947,1982,1,0,0,2,1,4,5,2017
2948,1981,1,0,0,1,1,4,5,2017
2958,1982,2,1,0,-1,-1,4,6,2017
2965,1985,2,1,0,-1,-1,4,6,2017
2986,1983,1,0,0,0,1,4,5,2017
2990,1982,2,1,0,-1,-1,4,6,2017
2998,1983,1,0,0,2,1,4,5,2017
2999,1985,2,0,0,-1,-1,4,6,2017
3018,1981,2,1,0,-1,-1,4,6,2017
3026,1984,2,1,0,-1,-1,4,6,2017
3028,1979,1,0,0,1,1,4,5,2017
3101,1985,2,1,0,-1,-1,5,6,2017
3104,1985,2,1,0,2,2,4,5,2017
3108,1980,2,1,0,0,1,4,5,2017
3120,1982,2,1,0,-1,-1,4,6,2017
3129,1982,2,1,0,0,1,5,5,2017
3160,1980,2,1,0,-1,-1,4,6,2017
3161,1983,2,1,1,2,1,4,5,2017
3164,1980,1,0,0,2,1,4,5,2017
3166,1981,2,1,1,0,1,4,5,2017
3175,1981,2,0,1,2,2,4,5,2017
3258,1980,2,1,1,0,1,4,5,2017
3314,1986,2,1,0,-1,-1,4,6,2017
3319,1984,2,1,1,0,1,4,5,2017
3341,1983,2,1,0,-1,-1,4,6,2017
3345,1984,1,1,0,0,1,4,5,2017
3361,1984,2,1,0,-1,-1,4,6,2017
3383,1979,2,1,0,-1,-1,4,6,2017
3395,1990,1,0,0,2,1,4,5,2017
3478,1984,2,2,1,2,1,4,5,2017
3493,1989,2,0,0,-1,-1,4,6,2017
3502,1982,2,1,1,0,1,4,5,2017
3511,1982,1,0,0,1,1,5,5,2017
3584,1979,2,1,0,0,1,4,5,2017
3657,1988,2,1,0,-1,-1,4,6,2017
3661,1978,1,0,0,2,1,4,5,2017
3734,1982,2,1,0,-1,-1,4,6,2017
3736,1988,2,1,1,-1,-1,4,6,2017
3737,1991,2,1,1,2,1,4,5,2017
3750,1981,1,0,0,2,1,4,5,2017
3781,1982,1,1,2,0,1,4,5,2017
3790,1979,2,0,0,-1,-1,4,6,2017
3799,1985,2,1,0,-1,-1,4,6,2017
3823,1979,1,0,0,0,1,4,5,2017
3869,1983,1,1,1,2,1,4,5,2017
3890,1985,2,1,1,0,1,4,5,2017
3913,1983,1,0,0,1,1,5,5,2017
3935,1983,2,1,0,-1,-1,4,6,2017
3938,1980,2,1,0,-1,-1,5,6,2017
3965,1981,1,0,0,0,1,4,5,2017
3971,1982,2,1,0,2,2,4,5,2017
3985,1979,2,1,1,0,1,5,5,2017
4032,1982,1,1,2,0,1,4,5,2017
4041,1982,1,0,0,1,1,4,5,2017
4045,1983,2,1,0,-1,-1,4,6,2017
4046,1981,1,0,0,0,1,4,5,2017
4061,1987,2,1,0,-1,-1,4,6,2017
4071,1983,1,0,0,2,1,4,5,2017
4184,1982,1,0,0,2,2,4,5,2017
4210,1980,1,0,0,2,1,4,5,2017
4215,1983,2,1,0,-1,-1,5,6,2017
4220,1978,2,1,0,-1,-1,4,6,2017
4226,1985,1,0,0,1,1,4,5,2017
4253,1982,2,1,0,-1,-1,5,6,2017
4292,1979,1,1,2,2,1,5,5,2017
4333,1984,1,0,0,1,1,4,5,2017
4382,1984,2,1,0,-1,-1,4,6,2017
4392,1981,1,0,0,1,1,4,5,2017
4421,1981,2,1,0,-1,-1,4,6,2017
4455,1981,1,0,0,0,1,4,5,2017
4457,1987,2,1,0,-1,-1,5,6,2017
4464,1981,2,1,0,-1,-1,4,6,2017
4465,1984,1,0,0,0,2,4,5,2017
4478,1982,2,1,0,-1,-1,4,6,2017
4492,1981,1,0,2,2,1,4,5,2017
4496,1982,1,0,0,0,1,4,5,2017
4506,1979,1,0,0,0,1,4,5,2017
4524,1980,1,1,1,1,1,4,5,2017
4606,1983,2,1,0,0,1,4,5,2017
4643,1983,2,1,0,0,1,4,5,2017
4760,1983,1,1,0,2,1,4,5,2017
4799,1987,2,1,0,-1,-1,4,6,2017
4879,1982,1,0,0,0,1,4,5,2017
4909,1980,2,1,0,0,1,4,5,2017
4911,1985,2,1,2,2,2,5,5,2017
4959,1982,2,1,0,-1,-1,4,6,2017
5034,1982,2,1,0,-1,-1,4,6,2017
5112,1978,2,1,0,-1,-1,4,6,2017
5113,1978,1,1,0,1,1,5,5,2017
5120,1980,1,0,0,0,1,4,5,2017
5126,1981,1,0,0,0,1,4,5,2017
5128,1983,2,1,0,0,1,4,5,2017
5138,1982,2,1,1,2,1,5,5,2017
5140,1978,2,1,0,2,2,5,5,2017
5150,1984,2,1,2,2,1,4,5,2017
5180,1988,2,1,0,-1,-1,4,6,2017
5181,1979,1,0,0,0,1,4,5,2017
5214,1978,1,1,1,0,1,4,5,2017
5227,1979,1,0,0,2,1,4,5,2017
5230,1983,2,1,0,-1,-1,4,6,2017
5266,1980,1,0,0,2,1,4,5,2017
5312,1983,1,0,0,1,1,4,5,2017
5367,1984,2,1,1,2,1,4,5,2017
5410,1985,1,1,0,0,1,4,5,2017
5438,1985,2,0,0,-1,-1,4,6,2017
5454,1982,2,1,0,-1,-1,4,6,2017
5455,1981,1,0,0,0,1,4,5,2017
5477,1980,2,1,0,-1,-1,4,6,2017
5478,1983,2,1,0,-1,-1,4,6,2017
5531,1986,2,1,0,-1,-1,4,6,2017
5540,1983,1,0,1,2,1,4,5,2017
5551,1990,2,1,0,-1,-1,4,6,2017
5573,1980,1,0,0,0,1,4,5,2017
5619,1982,1,0,0,0,1,4,5,2017
5678,1978,1,1,1,2,1,4,5,2017
5679,1978,2,1,1,2,1,4,5,2017
5682,1982,1,0,0,2,1,4,5,2017
5719,1981,2,1,2,2,1,4,5,2017
5723,1985,2,1,0,0,1,4,5,2017
5732,1979,1,0,0,2,1,5,5,2017
5743,1985,2,0,0,-1,-1,4,6,2017
5786,1980,2,1,0,2,1,4,5,2017
5895,1983,1,0,0,1,1,5,5,2017
5905,1980,1,0,0,1,1,4,5,2017
5945,1985,2,1,0,-1,-1,4,6,2017
5948,1988,1,1,0,0,1,4,5,2017
5969,1984,2,1,0,-1,-1,4,6,2017
5978,1985,1,0,0,0,1,4,5,2017
5979,1980,2,1,0,2,1,5,5,2017
5980,1978,2,1,1,0,1,5,5,2017
5999,1987,2,1,0,1,1,4,5,2017
6002,1988,2,1,1,2,2,5,5,2017
6069,1978,1,1,0,0,1,4,5,2017
6087,1989,2,1,1,2,1,4,5,2017
6093,1983,1,0,0,0,1,4,5,2017
6104,1981,1,1,0,2,1,4,5,2017
6118,1981,1,0,1,0,1,4,5,2017
6150,1981,2,1,2,-1,-1,4,6,2017
6161,1988,2,1,0,1,1,4,5,2017
6165,1983,1,1,1,0,1,4,5,2017
6176,1984,2,1,0,-1,-1,4,6,2017
6227,1986,2,1,0,-1,-1,4,6,2017
6235,1982,1,1,0,2,1,4,5,2017
6248,1983,1,1,0,0,1,4,5,2017
6256,1988,2,1,0,-1,-1,4,6,2017
6257,1981,1,0,0,1,1,4,5,2017
6265,1981,2,1,0,2,2,4,5,2017
6276,1990,2,1,1,1,1,4,5,2017
6279,1980,1,0,0,2,1,4,5,2017
6301,1983,2,1,0,-1,-1,5,6,2017
6313,1983,2,1,0,-1,-1,4,6,2017
6320,1986,2,1,0,0,1,4,5,2017
6342,1979,2,1,0,-1,-1,4,6,2017
6463,1985,1,0,0,1,1,4,5,2017
6467,1980,1,0,0,0,1,4,5,2017
6496,1989,1,0,2,2,1,4,5,2017
6536,1981,2,1,0,-1,-1,4,6,2017
6581,1984,1,0,0,2,1,4,5,2017
6591,1983,2,1,0,-1,-1,5,6,2017
6596,1980,2,1,0,-1,-1,4,6,2017
6609,1985,2,1,0,-1,-1,5,6,2017
6615,1982,2,1,0,0,1,4,5,2017
6619,1982,1,0,0,2,1,4,5,2017
6646,1980,1,0,0,2,1,4,5,2017
6681,1984,2,1,0,0,1,4,5,2017
6731,1983,2,1,0,2,1,5,5,2017
6757,1983,1,0,0,2,1,5,5,2017
6764,1982,1,1,0,1,1,4,5,2017
